candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support,count_negative,count_neutral,count_positive,sentiment,has_twitter,num_endorsements
Troy Balderson,Troy_Balderson,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Advanced,None,On the Ballot,28.72,Yes,,,,,,Yes,No,No,,No,,Yes,,,9.0,12.0,322.0,3.825072886297377,False,2
Jon Halverstadt,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,1.66,No,,,,,,No,No,No,,No,,No,,,,,,,True,0
Troy Balderson,RepBalderson,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Advanced,None,On the Ballot,29.22,Yes,,,,,,Yes,No,No,,No,,Yes,,,2.0,2.0,12.0,3.25,False,2
Jon Halverstadt,,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,1.45,No,,,,,,No,No,No,,No,,No,,,,,,,True,0
John Adams,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,0.91,No,,,,,,No,No,No,,No,,No,,,,,,,True,0
Kevin Bacon,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,14.26,No,,,,,,No,No,No,,No,,No,,,,,,,True,0
Pat Manley,PatManleyOhio,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,1.16,No,,,,,,No,No,No,,No,,No,,,33.0,21.0,28.0,1.8780487804878048,False,0
Carol O'Brien,OBrienForOhio,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,6.48,No,,,,,,No,No,No,,No,,No,,,5.0,5.0,66.0,3.6052631578947367,False,0
Tim Kane,kaneforohio,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,16.88,No,,,,,,No,No,No,,No,,No,,,21.0,13.0,62.0,2.8541666666666665,False,0
Melanie Leneghan,MelanieLeneghan,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,27.58,No,,,,,,No,Yes,Yes,,Yes,,No,,,9.0,5.0,41.0,3.163636363636364,False,3
Lawrence Cohen,CohenOH12,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,1.17,No,,,,,,No,No,No,,No,,No,,,39.0,50.0,73.0,2.4197530864197527,False,0
Mick Shoemaker Jr.,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,1.18,No,,,,,,No,No,No,,No,,No,,,,,,,True,0
Kevin Bacon,,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,14.27,No,,,,,,No,No,No,,No,,No,,,,,,,True,0
Lawrence Cohen,CohenOH12,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,1.17,No,,,,,,No,No,No,,No,,No,,,39.0,50.0,73.0,2.4197530864197527,False,0
Tim Kane,kaneforohio,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,17.07,No,,,,,,No,No,No,,No,,No,,,21.0,13.0,62.0,2.8541666666666665,False,0
Melanie Leneghan,MelanieLeneghan,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,28.25,No,,,,,,No,Yes,Yes,,Yes,,No,,,9.0,5.0,41.0,3.163636363636364,False,3
Pat Manley,PatManleyOhio,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,1.08,No,,,,,,No,No,No,,No,,No,,,33.0,21.0,28.0,1.8780487804878048,False,0
Carol O'Brien,OBrienForOhio,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,6.4,No,,,,,,No,No,No,,No,,No,,,5.0,5.0,66.0,3.6052631578947367,False,0
Mick Shoemaker Jr.,,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,1.09,No,,,,,,No,No,No,,No,,No,,,,,,,True,0
Anthony Gonzalez,RepAGonzalez,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Advanced,None,On the Ballot,53.07,Yes,Yes,,,,No,Yes,No,,,No,,Yes,Yes,,0.0,0.0,0.0,,False,4
Christina Hagan,RepHagan,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,40.78,No,Yes,,,,Yes,No,Yes,,,Yes,,No,No,,206.0,173.0,577.0,2.7761506276150634,False,4
Michael Grusenmeyer,DrGrusenmeyer,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,6.15,No,No,,,,No,No,No,,,No,,No,No,,0.0,0.0,1.0,4.0,False,0
Jim Burgess,JimBurgess7,,OH,U.S. House Ohio District 3,Representative,Regular,5/8/18,Advanced,None,On the Ballot,93.1,Yes,,,,,,,,,,,,,,,0.0,0.0,2.0,4.0,False,0
Abdulkadir Haji,Hajiforcongress,,OH,U.S. House Ohio District 3,Representative,Regular,5/8/18,Lost,None,None,6.9,No,,,,,,,,,,,,,,,18.0,10.0,41.0,2.6666666666666665,False,0
Steven Kraus,TEAMKRAUS,,OH,U.S. House Ohio District 9,Representative,Regular,5/8/18,Advanced,None,On the Ballot,49.45,Yes,,,,,,,,,,,,,,,0.0,0.0,1.0,4.0,False,0
Keith Colton,colton4congress,,OH,U.S. House Ohio District 9,Representative,Regular,5/8/18,Lost,None,None,29.86,No,,,,,,,,,,,,,,,0.0,0.0,3.0,4.0,False,0
W. Benjamin Franklin,,,OH,U.S. House Ohio District 9,Representative,Regular,5/8/18,Lost,None,None,20.7,No,,,,,,,,,,,,,,,,,,,True,0
Jim Renacci,RepJimRenacci,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Advanced,None,On the Ballot,47.34,Yes,,Yes,,,Yes,Yes,,,Yes,,No,,,,116.0,160.0,544.0,3.0439024390243903,False,4
Don Eckhart,DoneOnFaith,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Lost,None,None,3.88,No,,No,,,No,No,,,No,,No,,,,5.0,1.0,4.0,1.8,False,0
Mike Gibbons,MikeGibbonsOH,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Lost,None,None,31.69,No,,No,,,No,No,,,No,,Yes,,,,28.0,55.0,307.0,3.4307692307692306,False,1
Melissa Ackison,MelissaAckison,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Lost,None,None,13.09,No,,No,,,No,No,,,No,,No,,,,334.0,300.0,542.0,2.3537414965986394,False,0
Dan Kiley,kileyforsenate,,OH,U.S. Senate Ohio,Senator,Regular,5/8/18,Lost,None,None,3.99,No,,No,,,No,No,,,No,,No,,,,13.0,12.0,39.0,2.8125,False,0
Mick Cornett,MickforGovernor,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Advanced,Lost,None,29.34,No,,,,,,,,,,,,,,,13.0,26.0,251.0,3.641379310344828,False,0
Mick Cornett,MickCornett,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Advanced,Lost,None,29.34,No,,,,,,,,,,,,,,,77.0,103.0,772.0,3.460084033613445,False,0
Kevin Stitt,GovStitt,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Advanced,Advanced,On the Ballot,24.41,Yes,,,,,,,,,,,,,,,54.0,74.0,441.0,3.3602811950790863,False,0
Christopher Barnett,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,1.16,No,,,,,,,,,,,,,,,,,,,True,0
Dan Fisher,DanLFisher,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,7.91,No,,,,,,,,,,,,,,,4.0,3.0,6.0,2.3076923076923075,False,0
Eric Foutch,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,0.51,No,,,,,,,,,,,,,,,,,,,True,0
Barry Gowdy,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,0.52,No,,,,,,,,,,,,,,,,,,,True,0
Gary Jones,JonesOK2018,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,5.58,No,,,,,,,,,,,,,,,76.0,63.0,123.0,2.3587786259541983,False,0
Todd Lamb,LtGovToddLamb,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,23.86,No,,,,,,,,,,,,,,,3.0,3.0,17.0,3.217391304347826,False,0
Todd Lamb,ToddGLamb,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,23.86,No,,,,,,,,,,,,,,,9.0,23.0,256.0,3.7152777777777777,False,0
Gary Richardson,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,4.02,No,,,,,,,,,,,,,,,,,,,True,0
Blake Cowboy Stephens,,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,2.7,No,,,,,,,,,,,,,,,,,,,True,0
Kevin Hern,krhern,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,Advanced,On the Ballot,22.68,Yes,,,,,,,,No,,No,,Yes,,,27.0,26.0,230.0,3.4346289752650176,False,1
Kevin Hern,repkevinhern,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,Advanced,On the Ballot,22.68,Yes,,,,,,,,No,,No,,Yes,,,0.0,0.0,0.0,,False,1
Tim Harris,VoteTimHarris,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,Lost,None,27.48,No,,,,,,,,,,No,,No,,,0.0,1.0,5.0,3.6666666666666665,False,0
Nathan Dahm,NathanDahm,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,None,20.17,No,,,,,,,,,,No,,No,,,35.0,41.0,40.0,2.086206896551724,False,0
Andy Coleman,AndyColeman79,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,None,21.85,No,,,,,,,,,,Yes,,No,,,14.0,10.0,127.0,3.4966887417218544,False,1
Danny Stockstill,Stockstill4OK,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,None,7.83,No,,,,,,,,,,No,,No,,,0.0,5.0,9.0,3.2857142857142856,False,0
Danny Stockstill,dannystockstill,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,None,7.83,No,,,,,,,,,,No,,No,,,1.0,0.0,5.0,3.333333333333333,False,0
Knute Buehler,KnuteBuehler,,OR,Governor of Oregon,Governor,Regular,5/15/18,Advanced,None,On the Ballot,45.9,Yes,,,,,,No,,,,,,,,,388.0,264.0,742.0,2.5078909612625537,False,0
Bruce Cuff,brucecuff,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,1.55,No,,,,,,No,,,,,,,,,0.0,0.0,8.0,4.0,False,0
Sam Carpenter,CarpenterforOR,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,28.85,No,,,,,,No,,,,,,,,,45.0,97.0,278.0,3.1095238095238096,False,0
Jeff Smith,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,1.49,No,,,,,,No,,,,,,,,,,,,,True,0
Keenan Bohach,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.25,No,,,,,,No,,,,,,,,,,,,,True,0
Jack Tacy,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.16,No,,,,,,No,,,,,,,,,,,,,True,0
Greg Wooldridge,greg_wooldridge,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,20.08,No,,,,,,Yes,,,,,,,,,29.0,26.0,85.0,2.8,False,1
Jonathan Edwards (Oregon),,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.27,No,,,,,,No,,,,,,,,,,,,,True,0
Brett Hyland,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.24,No,,,,,,No,,,,,,,,,,,,,True,0
David Stauffer,,,OR,Governor of Oregon,Governor,Regular,5/15/18,Lost,None,None,0.67,No,,,,,,No,,,,,,,,,,,,,True,0
John Verbeek,,,OR,U.S. House Oregon District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,50.61,Yes,,,,,,,,,,,,,,,,,,,True,0
George Griffith,,,OR,U.S. House Oregon District 1,Representative,Regular,5/15/18,Lost,None,None,40.72,No,,,,,,,,,,,,,,,,,,,True,0
Preston Miller,,,OR,U.S. House Oregon District 1,Representative,Regular,5/15/18,Lost,None,None,7.71,No,,,,,,,,,,,,,,,,,,,True,0
Art Robinson,ArtForCongress,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Advanced,None,On the Ballot,45.51,Yes,,,,,,Yes,,,,,,,,,3.0,5.0,45.0,3.5849056603773586,False,1
Jo Rae Perkins,PerkinsForUSRep,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Lost,None,None,20.81,No,,,,,,Yes,,,,,,,,,299.0,281.0,947.0,2.8487229862475436,False,1
Stefan Strek,realStefanStrek,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Lost,None,None,3.36,No,,,,,,No,,,,,,,,,119.0,150.0,225.0,2.42914979757085,False,0
Court Boice,,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Lost,None,None,23.62,No,,,,,,Yes,,,,,,,,,,,,,True,1
Michael Polen,Polen4Congress,,OR,U.S. House Oregon District 4,Representative,Regular,5/15/18,Lost,None,None,5.95,No,,,,,,No,,,,,,,,,16.0,20.0,52.0,2.8181818181818183,False,0
Mark Callahan,Callahan4Oregon,,OR,U.S. House Oregon District 5,Representative,Regular,5/15/18,Advanced,None,On the Ballot,61.9,Yes,,,,,,Yes,,,,,,,,,0.0,0.0,0.0,,False,1
Joey Nations,joey_nations,,OR,U.S. House Oregon District 5,Representative,Regular,5/15/18,Lost,None,None,20.61,No,,,,,,No,,,,,,,,,445.0,398.0,652.0,2.276923076923077,False,0
Robert Reynolds,rob4congress18,,OR,U.S. House Oregon District 5,Representative,Regular,5/15/18,Lost,None,None,16.64,No,,,,,,Yes,,,,,,,,,9.0,10.0,27.0,2.782608695652174,False,1
Scott Wagner,realScottWagner,,PA,Governor of Pennsylvania,Governor,Regular,5/15/18,Advanced,None,On the Ballot,44.3,Yes,,,Yes,,,,,,,,,,,,84.0,87.0,361.0,3.0413533834586466,False,1
Laura Ellsworth,,,PA,Governor of Pennsylvania,Governor,Regular,5/15/18,Lost,None,None,18.83,No,,,No,,,,,,,,,,,,,,,,True,0
Paul Mango,,,PA,Governor of Pennsylvania,Governor,Regular,5/15/18,Lost,None,None,36.87,No,,,No,,,,,,,,,,,,,,,,True,0
John Joyce,JohnJoyceForPA,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Advanced,None,On the Ballot,22.02,Yes,,,,,,,,No,,No,,Yes,,,0.0,0.0,0.0,,False,1
Art Halvorson,ArtHalvorson,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,15.33,No,,,,,,,,,,No,,No,,,0.0,0.0,0.0,,False,0
John Eichelberger,SenEichelberger,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,19.77,No,,,,,,,,,,No,,No,,,0.0,0.0,0.0,,False,0
Stephen Bloom,RepBloom,StephenLBloom,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,18.16,No,,,,,,,,,,Yes,,No,,,141.0,143.0,130.0,1.9468599033816425,False,1
Travis Schooley,TravisSchooley,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,4.51,No,,,,,,,,,,No,,No,,,3.0,2.0,43.0,3.6666666666666665,False,0
Doug Mastriano,dougmastriano,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,15.6,No,,,,,,,,,,No,,No,,,64.0,76.0,189.0,2.759878419452888,False,0
Bernard Washabaugh II,,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,2.84,No,,,,,,,,,,No,,No,,,,,,,True,0
Benjamin Hornberger,BHornberger2018,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,1.77,No,,,,,,,,,,No,,No,,,5.0,6.0,15.0,2.769230769230769,False,0
Guy Reschenthaler,reschenthaler,GReschenthaler,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,On the Ballot,55.19,Yes,,,,,,,,,,No,,Yes,,,8.0,3.0,81.0,3.5869565217391304,False,1
Rick Saccone,RickSaccone4PA,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,44.81,No,,,,,,,,Yes,,Yes,,No,,,224.0,144.0,299.0,2.2248875562218893,False,2
Dan David,DanDavidPA,,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,49.0,29.0,170.0,2.9758064516129035,False,0
Pearl Kim,PearlKimPA,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,28.0,22.0,141.0,3.1832460732984287,False,0
Greg McCauley,McCauley4PA,GregMcCauleyUSA,PA,U.S. House Pennsylvania District 6,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,13.0,32.0,170.0,3.4604651162790696,False,0
Marty Nothstein,Marty_Nothstein,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Advanced,None,On the Ballot,50.49,Yes,Yes,,,,,,,,,,,,,,0.0,0.0,0.0,,False,1
Dean Browning,DeanBrowningPA,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,49.51,No,No,,,,,,,,,,,,,,13.0,9.0,34.0,2.75,False,0
John Chrin,JohnChrin,,PA,U.S. House Pennsylvania District 8,Representative,Regular,5/15/18,Advanced,None,On the Ballot,48.47,Yes,Yes,,,,,,,,,,,,,,53.0,60.0,422.0,3.3794392523364487,False,1
Robert Kuniegel,robertjkuniegel,,PA,U.S. House Pennsylvania District 8,Representative,Regular,5/15/18,Lost,None,None,16.66,No,No,,,,,,,,,,,,,,26.0,17.0,28.0,2.056338028169014,False,0
Joe Peters,,,PA,U.S. House Pennsylvania District 8,Representative,Regular,5/15/18,Lost,None,None,34.87,No,No,,,,,,,,,,,,,,,,,,True,0
Dan Meuser,Meuser4Congress,RepMeuser,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Advanced,None,On the Ballot,52.94,Yes,Yes,,,,,,,,,,,,,Yes,12.0,23.0,308.0,3.725947521865889,False,2
Scott Uehlinger,Scottforpa,,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,23.1,No,No,,,,,,,,,,,,,No,68.0,63.0,159.0,2.627586206896552,False,0
George Halcovage,GeorgeHalcovage,geohalco,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,23.97,No,No,,,,,,,,,,,,,No,5.0,5.0,74.0,3.6428571428571432,False,0
Lou Barletta,louforsenate,reploubarletta,PA,U.S. Senate Pennsylvania,Senator,Regular,5/15/18,Advanced,None,On the Ballot,63.03,Yes,,,,,,,,,Yes,,,,,,145.0,136.0,403.0,2.754385964912281,False,1
Jim Christiana,repchristiana,,PA,U.S. Senate Pennsylvania,Senator,Regular,5/15/18,Lost,None,None,36.97,No,,,,,,,,,No,,,,,,29.0,34.0,66.0,2.5736434108527133,False,0
Giovanni Feroce,giovanniferoce,,RI,Governor of Rhode Island,Governor,Regular,9/12/18,Lost,None,None,3.5,No,,,,,,,No,,,,,,,,0.0,0.0,0.0,,False,0
Allan Fung,mayorfung,allanfungri,RI,Governor of Rhode Island,Governor,Regular,9/12/18,Advanced,None,On the Ballot,56.4,Yes,,,,,,,No,,,,,,,,0.0,0.0,0.0,,False,0
Patricia Morgan,repmorgan,patriciaforri,RI,Governor of Rhode Island,Governor,Regular,9/12/18,Lost,None,None,40.1,No,,,,,,,Yes,,,,,,,,422.0,284.0,585.0,2.2525174283501164,False,1
Frederick Wysocki,,,RI,U.S. House Rhode Island District 1,Representative,Regular,9/12/18,Lost,None,None,21.6,No,,,,,,,,,,,,,,,,,,,True,0
Patrick Donovan,,,RI,U.S. House Rhode Island District 1,Representative,Regular,9/12/18,Advanced,None,On the Ballot,78.4,Yes,,,,,,,,,,,,,,,,,,,True,0
Roque De La Fuente,joinrocky,,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,,,,,,,,,,,,,,,41.0,53.0,128.0,2.783783783783784,False,0
Robert Flanders Jr.,flanders4senate,rgflandersjr,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Advanced,None,On the Ballot,87.7,Yes,,,,,,,,,,,,,,,99.0,57.0,280.0,2.830275229357798,False,0
Lee Bright,leebright,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Lost,None,24.95,No,,,,,,,,No,,,,,,,0.0,0.0,14.0,4.0,False,0
William Timmons,votetimmons,reptimmons,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,19.21,Yes,,,,,,,,No,,,,,,,4.0,4.0,33.0,3.414634146341464,False,0
Dan Hamilton,dphamilton,RepDanHamilton,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,18.62,No,,,,,,,,No,,,,,,,44.0,44.0,74.0,2.3703703703703702,False,0
Stephen Brown,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,7.57,No,,,,,,,,No,,,,,,,,,,,True,0
Mark Burns,pastormarkburns,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,2.48,No,,,,,,,,No,,,,,,,145.0,133.0,447.0,2.8331034482758617,False,0
Barry Bell,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.3,No,,,,,,,,No,,,,,,,,,,,True,0
Josh Kimbrell,Josh_Kimbrell,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,11.13,No,,,,,,,,Yes,,,,,,,83.0,44.0,126.0,2.3399209486166006,False,1
James Epley,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,8.03,No,,,,,,,,No,,,,,,,,,,,True,0
Shannon Pierce,ShannonPierceSC,dshannonpierce,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,3.64,No,,,,,,,,No,,,,,,,3.0,8.0,61.0,3.611111111111111,False,0
Claude Schmid,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,2.11,No,,,,,,,,No,,,,,,,,,,,True,0
Dan Albert,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.76,No,,,,,,,,No,,,,,,,,,,,True,0
John Marshall Mosser,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.68,No,,,,,,,,No,,,,,,,,,,,True,0
Justin David Sanders,JSandersSC04,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.53,No,,,,,,,,No,,,,,,,5.0,5.0,10.0,2.5,False,0
Kristi L. Noem,KristiNoem,,SD,Governor of South Dakota,Governor,Regular,6/5/18,Advanced,None,On the Ballot,56.03,Yes,,,,,,,Yes,,,,,,,,48.0,58.0,454.0,3.45,False,1
Marty J. Jackley,martyjackley,,SD,Governor of South Dakota,Governor,Regular,6/5/18,Lost,None,None,43.96,No,,,,,,,No,,,,,,,,72.0,54.0,455.0,3.3184165232358005,False,0
Dusty Johnson,DustyJohnson,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,46.81,Yes,Yes,,,,,,No,,Yes,,,No,,,18.0,14.0,63.0,2.9473684210526314,False,2
Neal Tapio,,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,None,23.87,No,No,,,,,,No,,No,,,No,,,,,,,True,0
Shantel Krebs,,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,None,29.34,No,Yes,,,,,,Yes,,No,,,Yes,,No,,,,,True,3
Diane Black,RepDianeBlack,DianeBlackTN,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,23.0,No,,,,,Yes,Yes,Yes,,,,,,,,56.0,50.0,161.0,2.7865168539325844,False,3
Randy Boyd,randyboyd,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,24.4,No,,,,,No,No,No,,,,,,,,40.0,63.0,852.0,3.7005235602094237,False,0
Beth Harwell,BethHarwellTN,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,15.3,No,,,,,No,No,No,,,,,,,,17.0,33.0,251.0,3.5548172757475083,False,0
Bill Lee,BillLeeTN,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Advanced,None,On the Ballot,36.8,Yes,,,,,No,No,No,,,,,,,,66.0,37.0,902.0,3.6636815920398016,False,0
Basil Marceaux,Marceaux2018,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,0.2,No,,,,,No,No,No,,,,,,,,15.0,18.0,14.0,1.9574468085106385,False,0
Kay White,kaywhite4tngov,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,0.4,No,,,,,No,No,No,,,,,,,,91.0,96.0,213.0,2.61,False,0
Jason Emert,JasonEmert,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,2.3,No,,,,,,,,,No,,,No,,,75.0,87.0,684.0,3.4397163120567376,False,0
Jimmy Matlock,JimmyMatlockTN,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,36.1,No,,,,,,,,,Yes,,,No,,,21.0,33.0,262.0,3.5253164556962027,False,1
Tim Burchett,timburchett,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,On the Ballot,48.2,Yes,,,,,,,,,No,,,No,,,680.0,608.0,2349.0,2.9177893868573,False,0
Vito Sagliano,VitoForCongress,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.8,No,,,,,,,,,No,,,No,,,331.0,256.0,776.0,2.652971386647102,False,0
Hank Hamblin,,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.9,No,,,,,,,,,No,,,No,,,,,,,True,0
Ashley Nickloes,Ashley_Nickloes,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,11.0,No,,,,,,,,,No,,,Yes,,,4.0,4.0,134.0,3.8309859154929575,False,1
C. David Stansberry,,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.7,No,,,,,,,,,No,,,No,,,,,,,True,0
Glen Dean,GlenDean1,,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Lost,None,None,44.1,No,,,,,,,,,,,,,,,1.0,0.0,1.0,2.0,False,0
Jody Ball,jballcampaign,,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Advanced,None,On the Ballot,55.9,Yes,,,,,,,,,,,,,,,20.0,30.0,205.0,3.4509803921568634,False,0
Judd Matheny,judd4congress,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,15.9,No,,,,,,No,,,,Yes,,,,,6.0,4.0,19.0,2.896551724137931,False,1
Robert Ewing Corlew,BobCorlewTN,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,31.1,No,,,,,,Yes,,,,No,,,,,37.0,33.0,168.0,3.1008403361344534,False,1
